test_id,company_id,governorate,region,source_type,year,month,season,pH,turbidity_NTU,TDS_mg_L,chlorine_mg_L,EC_uS_cm,nitrate_mg_L,nitrite_mg_L,ammonia_mg_L,iron_Fe_mg_L,manganese_Mn_mg_L,sulfate_mg_L,hardness_mg_L,chloride_mg_L,DO_mg_L,coliform_CFU_per_100mL,pH_compliant,turbidity_compliant,TDS_compliant,chlorine_compliant,nitrate_compliant,coliform_compliant,potable
592,13,Beni Suef,Upper Egypt,Nile,2022,8,Summer,7.85,1.81,364,0.39,708,7.69,0.029,0.264,0.183,0.063,62,190,65,10.0,1,1,0,1,1,1,0,0
593,13,Beni Suef,Upper Egypt,Nile,2020,1,Winter,7.64,2.0,404,0.47,593,3.89,0.032,0.158,0.114,0.043,67,182,71,10.0,0,1,0,1,1,1,1,0
594,13,Beni Suef,Upper Egypt,Nile,2021,6,Summer,7.56,3.7,350,0.35,642,8.62,0.033,0.375,0.167,0.048,62,205,60,10.0,1,1,0,1,1,1,0,0
595,13,Beni Suef,Upper Egypt,Nile,2022,4,Spring,7.42,1.28,381,0.59,569,6.11,0.03,0.226,0.144,0.025,72,186,55,10.0,0,1,0,1,1,1,1,0
596,13,Beni Suef,Upper Egypt,Nile,2022,9,Autumn,7.36,1.43,352,0.47,578,4.27,0.01,0.07,0.142,0.034,49,171,60,10.0,0,1,0,1,1,1,1,0
597,13,Beni Suef,Upper Egypt,Nile,2020,4,Spring,7.56,1.84,420,0.54,641,7.92,0.028,0.245,0.141,0.021,74,188,65,10.0,1,1,0,1,1,1,0,0
598,13,Beni Suef,Upper Egypt,Nile,2023,12,Winter,7.6,2.03,338,0.5,630,5.31,0.025,0.16,0.075,0.038,69,213,77,10.0,0,1,0,1,1,1,1,0
599,13,Beni Suef,Upper Egypt,Nile,2021,1,Winter,7.23,0.71,378,0.51,649,4.82,0.039,0.142,0.1,0.025,62,198,75,10.0,1,1,1,1,1,1,0,0
600,13,Beni Suef,Upper Egypt,Nile,2022,9,Autumn,7.78,1.24,361,0.28,631,5.95,0.031,0.176,0.11,0.04,67,151,74,10.0,0,1,0,1,1,1,1,0
601,13,Beni Suef,Upper Egypt,Nile,2020,2,Winter,7.65,1.72,433,0.41,672,4.68,0.023,0.125,0.103,0.034,67,186,42,10.0,0,1,0,1,1,1,1,0
602,13,Beni Suef,Upper Egypt,Nile,2023,8,Summer,7.46,3.57,368,0.38,649,7.55,0.037,0.233,0.213,0.049,62,198,75,10.0,0,1,0,1,1,1,1,0
603,13,Beni Suef,Upper Egypt,Nile,2022,9,Autumn,6.92,1.88,336,0.46,617,8.0,0.028,0.188,0.147,0.041,56,208,55,10.0,0,1,0,1,1,1,1,0
604,13,Beni Suef,Upper Egypt,Nile,2021,1,Winter,7.14,1.85,370,0.51,694,5.63,0.022,0.151,0.076,0.03,81,177,63,10.0,0,1,0,1,1,1,1,0
605,13,Beni Suef,Upper Egypt,Nile,2021,11,Autumn,7.35,2.03,379,0.42,566,4.34,0.021,0.161,0.094,0.038,50,193,76,10.0,0,1,0,1,1,1,1,0
606,13,Beni Suef,Upper Egypt,Nile,2021,4,Spring,7.55,1.95,356,0.44,624,4.26,0.013,0.15,0.139,0.032,51,168,61,10.0,0,1,0,1,1,1,1,0
607,13,Beni Suef,Upper Egypt,Nile,2022,9,Autumn,7.42,1.37,397,0.56,525,7.35,0.02,0.175,0.162,0.036,46,154,65,10.0,0,1,0,1,1,1,1,0
608,13,Beni Suef,Upper Egypt,Nile,2022,2,Winter,7.6,1.74,358,0.38,700,5.48,0.024,0.175,0.075,0.046,57,202,78,10.0,0,1,0,1,1,1,1,0
609,13,Beni Suef,Upper Egypt,Nile,2022,2,Winter,7.56,1.91,368,0.55,671,5.08,0.024,0.142,0.077,0.026,64,182,71,10.0,0,1,0,1,1,1,1,0
610,13,Beni Suef,Upper Egypt,Nile,2021,5,Spring,7.69,1.79,419,0.62,562,7.18,0.034,0.161,0.117,0.021,69,132,74,10.0,0,1,0,1,1,1,1,0
611,13,Beni Suef,Upper Egypt,Nile,2023,11,Autumn,7.72,1.97,410,0.38,621,7.08,0.03,0.225,0.128,0.032,60,186,67,10.0,0,1,0,1,1,1,1,0
612,13,Beni Suef,Upper Egypt,Nile,2020,11,Autumn,7.38,1.81,418,0.45,701,7.35,0.039,0.201,0.123,0.024,53,181,64,10.0,0,1,0,1,1,1,1,0
613,13,Beni Suef,Upper Egypt,Nile,2022,7,Summer,7.59,3.32,477,0.39,604,8.19,0.039,0.136,0.192,0.055,56,194,74,10.0,1,1,0,1,1,1,0,0
614,13,Beni Suef,Upper Egypt,Nile,2023,5,Spring,7.57,1.12,404,0.52,581,5.16,0.03,0.168,0.166,0.043,56,185,66,10.0,1,1,0,1,1,1,0,0
615,13,Beni Suef,Upper Egypt,Nile,2022,8,Summer,7.74,1.97,451,0.4,601,6.43,0.032,0.227,0.189,0.055,49,177,63,10.0,0,1,0,1,1,1,1,0
616,13,Beni Suef,Upper Egypt,Nile,2021,3,Spring,7.51,2.19,364,0.35,663,6.55,0.034,0.059,0.122,0.039,46,183,76,10.0,0,1,0,1,1,1,1,0
617,13,Beni Suef,Upper Egypt,Nile,2023,2,Winter,7.39,1.96,404,0.56,665,4.09,0.017,0.226,0.109,0.019,63,199,69,10.0,0,1,0,1,1,1,1,0
618,14,Minya,Upper Egypt,Nile,2022,12,Winter,7.46,1.92,389,0.48,627,5.63,0.013,0.148,0.112,0.046,71,182,73,10.0,0,1,0,1,1,1,1,0
619,14,Minya,Upper Egypt,Nile,2022,6,Summer,7.62,1.58,401,0.44,686,9.26,0.031,0.328,0.262,0.071,62,186,66,10.0,0,1,0,1,1,1,1,0
620,14,Minya,Upper Egypt,Nile,2022,7,Summer,7.38,2.22,376,0.43,722,10.44,0.047,0.368,0.198,0.099,62,190,69,10.0,0,1,0,1,1,1,1,0
621,14,Minya,Upper Egypt,Nile,2020,1,Winter,7.61,2.03,447,0.42,624,4.7,0.028,0.135,0.183,0.028,68,229,80,10.0,0,1,0,1,1,1,1,0
622,14,Minya,Upper Egypt,Nile,2021,7,Summer,7.73,4.21,414,0.54,655,9.44,0.046,0.381,0.197,0.066,68,175,92,10.0,1,1,0,1,1,1,0,0
623,14,Minya,Upper Egypt,Nile,2022,2,Winter,7.33,1.45,434,0.44,654,8.04,0.019,0.28,0.107,0.043,62,198,79,10.0,0,1,0,1,1,1,1,0
624,14,Minya,Upper Egypt,Nile,2021,6,Summer,7.71,2.74,402,0.47,693,6.72,0.04,0.314,0.199,0.055,52,206,84,10.0,1,1,0,1,1,1,0,0
625,14,Minya,Upper Egypt,Nile,2020,4,Spring,7.33,1.89,381,0.41,603,4.73,0.037,0.155,0.145,0.058,59,177,77,10.0,0,1,0,1,1,1,1,0
626,14,Minya,Upper Egypt,Nile,2020,8,Summer,7.49,2.83,377,0.46,735,9.89,0.024,0.325,0.228,0.064,59,245,70,10.0,2,1,0,1,1,1,0,0
627,14,Minya,Upper Egypt,Nile,2022,4,Spring,7.69,1.63,465,0.46,630,7.14,0.019,0.231,0.151,0.056,74,198,60,10.0,0,1,0,1,1,1,1,0
628,14,Minya,Upper Egypt,Nile,2022,9,Autumn,7.44,1.88,424,0.43,559,9.28,0.028,0.312,0.097,0.031,62,217,63,10.0,0,1,0,1,1,1,1,0
629,14,Minya,Upper Egypt,Nile,2023,10,Autumn,7.68,3.36,439,0.5,672,8.66,0.009,0.22,0.133,0.052,76,195,71,10.0,1,1,0,1,1,1,0,0
630,14,Minya,Upper Egypt,Nile,2021,3,Spring,7.56,0.81,428,0.48,625,7.44,0.022,0.15,0.132,0.052,74,197,84,10.0,1,1,1,1,1,1,0,0
631,14,Minya,Upper Egypt,Nile,2020,3,Spring,7.24,2.18,461,0.43,587,8.48,0.042,0.188,0.136,0.056,81,184,62,10.0,0,1,0,1,1,1,1,0
632,14,Minya,Upper Egypt,Nile,2023,12,Winter,7.67,2.26,429,0.36,653,5.9,0.024,0.151,0.15,0.039,61,179,77,10.0,1,1,0,1,1,1,0,0
633,14,Minya,Upper Egypt,Nile,2023,1,Winter,7.48,1.98,402,0.53,672,4.41,0.035,0.225,0.158,0.047,42,219,75,10.0,2,1,0,1,1,1,0,0
634,14,Minya,Upper Egypt,Nile,2022,6,Summer,7.22,2.5,391,0.53,585,9.9,0.031,0.265,0.189,0.085,62,233,96,10.0,1,1,0,1,1,1,0,0
635,14,Minya,Upper Egypt,Nile,2021,12,Winter,7.3,2.05,426,0.45,699,6.25,0.02,0.192,0.08,0.049,74,181,65,10.0,1,1,0,1,1,1,0,0
636,14,Minya,Upper Egypt,Nile,2022,6,Summer,7.58,3.03,399,0.6,671,10.61,0.046,0.311,0.245,0.075,75,205,76,10.0,0,1,0,1,1,1,1,0
637,14,Minya,Upper Egypt,Nile,2022,11,Autumn,7.35,1.9,438,0.58,616,6.1,0.027,0.232,0.127,0.058,56,153,80,10.0,0,1,0,1,1,1,1,0
638,14,Minya,Upper Egypt,Nile,2022,1,Winter,7.58,1.64,419,0.31,651,5.0,0.03,0.316,0.142,0.021,61,198,75,10.0,0,1,0,1,1,1,1,0
639,14,Minya,Upper Egypt,Nile,2020,2,Winter,7.42,2.35,455,0.28,710,7.86,0.034,0.161,0.121,0.025,44,187,75,10.0,0,1,0,1,1,1,1,0
640,14,Minya,Upper Egypt,Nile,2022,10,Autumn,7.69,2.61,391,0.53,600,6.29,0.03,0.163,0.182,0.075,62,181,74,10.0,0,1,0,1,1,1,1,0
641,14,Minya,Upper Egypt,Nile,2022,2,Winter,7.09,2.47,453,0.42,695,5.0,0.021,0.262,0.119,0.022,64,193,86,10.0,0,1,0,1,1,1,1,0
642,14,Minya,Upper Egypt,Nile,2023,6,Summer,7.45,3.16,397,0.32,746,9.68,0.039,0.281,0.187,0.084,56,199,77,10.0,0,1,0,1,1,1,1,0
643,14,Minya,Upper Egypt,Nile,2022,6,Summer,7.43,3.11,448,0.53,661,9.58,0.025,0.289,0.239,0.075,55,153,75,10.0,0,1,0,1,1,1,1,0
644,14,Minya,Upper Egypt,Nile,2021,3,Spring,7.34,1.34,430,0.55,688,6.32,0.026,0.15,0.111,0.059,79,179,75,10.0,0,1,0,1,1,1,1,0
645,14,Minya,Upper Egypt,Nile,2021,2,Winter,7.6,2.45,378,0.41,630,9.89,0.021,0.271,0.09,0.032,58,176,72,10.0,0,1,0,1,1,1,1,0
646,14,Minya,Upper Egypt,Nile,2020,8,Summer,7.27,2.57,411,0.37,726,8.67,0.042,0.241,0.209,0.073,68,197,74,10.0,3,1,0,1,1,1,0,0
647,14,Minya,Upper Egypt,Nile,2023,6,Summer,7.26,3.49,453,0.46,671,11.57,0.033,0.269,0.18,0.071,54,180,69,10.0,1,1,0,1,1,1,0,0
648,14,Minya,Upper Egypt,Nile,2022,6,Summer,7.56,4.97,363,0.46,614,9.98,0.041,0.422,0.208,0.069,75,194,95,10.0,0,1,0,1,1,1,1,0
649,14,Minya,Upper Egypt,Nile,2022,10,Autumn,7.4,2.18,351,0.44,677,7.18,0.024,0.173,0.184,0.05,80,183,71,10.0,0,1,0,1,1,1,1,0
650,14,Minya,Upper Egypt,Nile,2021,11,Autumn,7.38,1.98,427,0.56,617,6.42,0.04,0.162,0.172,0.049,69,177,82,10.0,1,1,0,1,1,1,0,0
651,14,Minya,Upper Egypt,Nile,2022,12,Winter,7.5,2.21,458,0.61,735,6.47,0.034,0.196,0.148,0.036,70,185,73,10.0,0,1,0,1,1,1,1,0
652,14,Minya,Upper Egypt,Nile,2022,10,Autumn,7.21,0.67,451,0.31,689,5.68,0.02,0.184,0.156,0.036,59,194,63,10.0,0,1,1,1,1,1,1,1
653,14,Minya,Upper Egypt,Nile,2021,9,Autumn,7.62,2.59,409,0.52,672,7.94,0.034,0.269,0.153,0.07,63,236,64,10.0,1,1,0,1,1,1,0,0
654,14,Minya,Upper Egypt,Nile,2022,2,Winter,7.37,2.42,387,0.53,620,5.76,0.023,0.204,0.055,0.048,64,201,79,10.0,0,1,0,1,1,1,1,0
655,14,Minya,Upper Egypt,Nile,2021,10,Autumn,7.38,1.24,460,0.49,738,7.01,0.029,0.136,0.131,0.052,69,235,56,10.0,1,1,0,1,1,1,0,0
656,14,Minya,Upper Egypt,Nile,2020,5,Spring,7.6,3.31,463,0.46,648,5.16,0.031,0.164,0.126,0.037,60,194,78,10.0,0,1,0,1,1,1,1,0
657,14,Minya,Upper Egypt,Nile,2023,8,Summer,7.49,3.92,424,0.42,634,9.09,0.046,0.308,0.269,0.063,73,204,76,10.0,4,1,0,1,1,1,0,0
658,14,Minya,Upper Egypt,Nile,2022,11,Autumn,7.47,2.59,397,0.55,658,10.93,0.016,0.341,0.146,0.052,59,160,70,10.0,1,1,0,1,1,1,0,0
659,14,Minya,Upper Egypt,Nile,2023,10,Autumn,7.3,1.93,430,0.43,584,5.28,0.031,0.249,0.16,0.057,62,211,78,10.0,2,1,0,1,1,1,0,0
660,14,Minya,Upper Egypt,Nile,2020,12,Winter,7.41,1.88,387,0.45,719,3.86,0.008,0.249,0.084,0.038,71,194,74,10.0,0,1,0,1,1,1,1,0
661,14,Minya,Upper Egypt,Nile,2023,11,Autumn,7.65,2.95,388,0.47,709,7.72,0.041,0.2,0.148,0.053,73,191,84,10.0,0,1,0,1,1,1,1,0
662,14,Minya,Upper Egypt,Nile,2020,6,Summer,7.32,3.08,451,0.48,605,10.89,0.046,0.291,0.241,0.061,78,198,72,10.0,0,1,0,1,1,1,1,0
663,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,4,Spring,7.15,3.93,502,0.21,862,11.23,0.038,0.288,0.246,0.043,82,285,117,10.0,1,1,0,1,1,1,0,0
664,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,2,Winter,7.32,0.57,502,0.44,816,5.01,0.048,0.318,0.117,0.064,90,218,83,10.0,0,1,1,1,1,1,1,0
665,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,10,Autumn,7.29,3.04,531,0.41,770,9.38,0.016,0.307,0.166,0.067,85,225,93,10.0,1,1,0,1,1,1,0,0
666,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,8,Summer,7.51,3.12,429,0.37,802,12.8,0.043,0.148,0.219,0.09,97,213,115,10.0,1,1,0,1,1,1,0,0
667,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,6,Summer,7.13,2.87,505,0.47,766,11.73,0.061,0.367,0.218,0.074,100,223,85,10.0,4,1,0,1,1,1,0,0
668,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,8,Summer,7.34,3.98,487,0.38,787,10.93,0.045,0.287,0.253,0.066,83,271,98,10.0,1,1,0,1,1,1,0,0
669,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,8,Summer,7.25,2.31,603,0.51,753,14.61,0.06,0.349,0.226,0.065,88,218,87,10.0,1,1,0,1,1,1,0,0
670,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,2,Winter,7.44,2.31,564,0.26,815,9.41,0.017,0.159,0.115,0.038,74,237,101,10.0,0,1,0,1,1,1,1,0
671,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,4,Spring,7.11,2.61,546,0.36,784,9.64,0.035,0.223,0.201,0.052,73,181,70,10.0,2,1,0,1,1,1,0,0
672,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,6,Summer,7.29,3.32,506,0.54,836,13.02,0.037,0.357,0.335,0.087,71,282,83,10.0,0,1,0,1,1,1,1,0
673,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,1,Winter,7.27,1.88,535,0.49,732,8.74,0.044,0.122,0.129,0.041,81,179,107,10.0,3,1,0,1,1,1,0,0
674,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,5,Spring,7.3,2.05,537,0.68,805,12.7,0.028,0.213,0.161,0.06,72,185,91,10.0,2,1,0,1,1,1,0,0
675,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,1,Winter,7.51,2.4,478,0.51,778,9.0,0.036,0.31,0.132,0.04,85,263,91,10.0,0,1,0,1,1,1,1,0
676,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,3,Spring,7.25,2.66,548,0.46,888,8.8,0.04,0.298,0.167,0.064,73,218,75,10.0,0,1,0,1,1,1,1,0
677,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,12,Winter,7.12,2.3,451,0.54,748,9.15,0.016,0.262,0.192,0.031,79,239,95,10.0,1,1,0,1,1,1,0,0
678,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,8,Summer,7.24,3.4,599,0.34,717,11.28,0.054,0.358,0.188,0.078,99,237,95,10.0,0,1,0,1,1,1,1,0
679,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,1,Winter,7.28,1.38,584,0.48,830,8.54,0.032,0.161,0.129,0.048,72,207,88,10.0,0,1,0,1,1,1,1,0
680,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,9,Autumn,7.57,1.82,498,0.64,874,6.26,0.037,0.25,0.199,0.046,70,211,84,10.0,0,1,0,1,1,1,1,0
681,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,12,Winter,7.9,0.93,494,0.33,756,11.95,0.022,0.211,0.124,0.035,102,187,89,10.0,0,1,1,1,1,1,1,1
682,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,10,Autumn,7.38,1.49,479,0.42,881,7.33,0.021,0.277,0.169,0.069,76,264,91,10.0,1,1,0,1,1,1,0,0
683,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,8,Summer,7.28,1.79,530,0.29,845,12.04,0.042,0.413,0.203,0.058,69,287,81,10.0,2,1,0,1,1,1,0,0
684,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,4,Spring,7.0,2.66,504,0.34,902,9.5,0.033,0.277,0.11,0.04,76,239,106,10.0,0,1,0,1,1,1,1,0
685,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,10,Autumn,7.38,3.13,514,0.32,718,7.09,0.029,0.239,0.129,0.073,64,268,105,10.0,1,1,0,1,1,1,0,0
686,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,4,Spring,7.34,3.48,462,0.36,749,9.64,0.025,0.227,0.147,0.049,84,245,73,10.0,1,1,0,1,1,1,0,0
687,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,11,Autumn,7.19,1.94,525,0.35,764,10.8,0.039,0.21,0.206,0.059,83,216,91,10.0,1,1,0,1,1,1,0,0
688,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,8,Summer,7.53,2.48,506,0.51,753,13.0,0.044,0.335,0.265,0.073,89,175,76,10.0,2,1,0,1,1,1,0,0
689,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,1,Winter,6.78,1.72,477,0.46,853,10.37,0.031,0.119,0.127,0.042,84,232,82,10.0,0,1,0,1,1,1,1,0
690,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,3,Spring,7.43,1.97,464,0.42,775,6.28,0.042,0.084,0.265,0.073,77,230,95,10.0,0,1,0,1,1,1,1,0
691,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,9,Autumn,7.33,0.93,527,0.4,880,8.43,0.03,0.342,0.168,0.069,85,242,88,10.0,1,1,1,1,1,1,0,0
692,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,7,Summer,7.62,3.51,496,0.4,773,14.51,0.043,0.347,0.285,0.07,87,255,94,10.0,2,1,0,1,1,1,0,0
693,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,4,Spring,7.56,3.03,479,0.62,750,9.44,0.037,0.279,0.198,0.046,89,246,91,10.0,1,1,0,1,1,1,0,0
694,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,6,Summer,7.02,1.21,566,0.44,836,14.71,0.051,0.394,0.247,0.092,101,236,95,10.0,0,1,0,1,1,1,1,0
695,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,4,Spring,7.33,2.11,516,0.44,766,10.69,0.021,0.195,0.142,0.042,81,244,67,10.0,0,1,0,1,1,1,1,0
696,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,3,Spring,7.49,3.15,578,0.5,855,8.66,0.043,0.295,0.189,0.036,75,229,97,10.0,1,1,0,1,1,1,0,0
697,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,3,Spring,7.24,3.3,482,0.53,788,8.82,0.029,0.067,0.189,0.042,63,237,103,10.0,2,1,0,1,1,1,0,0
698,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,8,Summer,7.36,2.4,674,0.49,797,11.86,0.043,0.352,0.242,0.072,77,268,109,10.0,1,1,0,1,1,1,0,0
699,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,3,Spring,7.18,2.33,526,0.54,710,9.39,0.033,0.139,0.13,0.061,64,228,66,10.0,1,1,0,1,1,1,0,0
700,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,9,Autumn,7.55,1.59,595,0.37,697,7.14,0.024,0.236,0.154,0.067,91,224,128,10.0,2,1,0,1,1,1,0,0
701,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,7,Summer,7.34,4.35,600,0.3,775,12.95,0.051,0.411,0.264,0.091,81,212,116,10.0,0,1,0,1,1,1,1,0
702,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,5,Spring,7.18,1.74,511,0.37,778,8.74,0.033,0.207,0.148,0.042,85,246,82,10.0,1,1,0,1,1,1,0,0
703,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,7,Summer,7.31,2.98,549,0.47,779,13.37,0.046,0.314,0.225,0.083,69,261,86,10.0,1,1,0,1,1,1,0,0
704,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,12,Winter,7.29,2.73,517,0.44,771,6.52,0.024,0.238,0.096,0.054,75,253,102,10.0,0,1,0,1,1,1,1,0
705,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,6,Summer,7.37,0.99,573,0.51,818,10.61,0.033,0.472,0.203,0.079,68,166,98,10.0,1,1,1,1,1,1,0,0
706,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,2,Winter,7.24,2.83,553,0.45,689,5.65,0.029,0.233,0.131,0.041,73,229,62,10.0,1,1,0,1,1,1,0,0
707,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,10,Autumn,7.37,3.09,558,0.56,758,8.67,0.023,0.229,0.159,0.048,73,182,75,10.0,2,1,0,1,1,1,0,0
708,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2020,11,Autumn,7.52,3.06,551,0.45,737,6.73,0.034,0.342,0.159,0.064,90,222,107,10.0,0,1,0,1,1,1,1,0
709,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,8,Summer,7.1,4.31,548,0.35,686,13.96,0.033,0.355,0.224,0.087,90,207,103,10.0,3,1,0,1,1,1,0,0
710,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2021,5,Spring,7.36,1.15,571,0.35,861,8.95,0.045,0.318,0.185,0.061,85,174,92,10.0,0,1,0,1,1,1,1,0
711,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,6,Summer,7.26,3.58,510,0.47,756,13.1,0.061,0.367,0.23,0.066,81,224,100,10.0,2,1,0,1,1,1,0,0
712,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,8,Summer,7.51,2.71,546,0.39,731,13.68,0.041,0.326,0.194,0.071,80,222,103,10.0,1,1,0,1,1,1,0,0
713,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2022,10,Autumn,7.53,2.71,607,0.49,778,9.53,0.03,0.328,0.218,0.036,91,200,120,10.0,0,1,0,1,1,1,1,0
714,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,9,Autumn,7.4,3.73,542,0.41,863,9.77,0.025,0.239,0.118,0.028,69,233,93,10.0,1,1,0,1,1,1,0,0
715,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,10,Autumn,7.49,2.39,504,0.42,766,10.13,0.037,0.248,0.223,0.019,86,250,105,10.0,4,1,0,1,1,1,0,0
716,15,"Asyut, New Valley",Upper Egypt,Nile/Groundwater,2023,6,Summer,7.33,4.21,436,0.47,917,12.1,0.036,0.327,0.185,0.08,79,239,91,10.0,0,1,0,1,1,1,1,0
717,16,Sohag,Upper Egypt,Nile/Groundwater,2022,11,Autumn,7.07,2.89,506,0.52,783,2.66,0.042,0.183,0.109,0.032,54,231,88,10.0,0,1,0,1,1,1,1,0
718,16,Sohag,Upper Egypt,Nile/Groundwater,2022,10,Autumn,7.31,3.01,481,0.5,688,11.48,0.053,0.228,0.209,0.058,82,266,101,10.0,1,1,0,1,1,1,0,0
719,16,Sohag,Upper Egypt,Nile/Groundwater,2021,1,Winter,7.27,2.95,480,0.44,826,7.68,0.041,0.28,0.147,0.031,77,254,106,10.0,1,1,0,1,1,1,0,0
720,16,Sohag,Upper Egypt,Nile/Groundwater,2022,5,Spring,7.56,3.23,489,0.41,701,9.37,0.024,0.249,0.111,0.041,86,243,94,10.0,2,1,0,1,1,1,0,0
721,16,Sohag,Upper Egypt,Nile/Groundwater,2023,9,Autumn,7.31,2.35,485,0.49,708,8.55,0.042,0.168,0.179,0.048,66,181,106,10.0,1,1,0,1,1,1,0,0
722,16,Sohag,Upper Egypt,Nile/Groundwater,2021,1,Winter,7.48,1.51,470,0.55,723,8.34,0.03,0.218,0.216,0.053,60,264,100,10.0,0,1,0,1,1,1,1,0
723,16,Sohag,Upper Egypt,Nile/Groundwater,2022,12,Winter,7.44,2.29,482,0.5,647,8.49,0.031,0.273,0.146,0.036,77,196,73,10.0,0,1,0,1,1,1,1,0
724,16,Sohag,Upper Egypt,Nile/Groundwater,2023,6,Summer,7.46,4.51,447,0.37,928,14.11,0.035,0.275,0.249,0.074,68,271,95,10.0,0,1,0,1,1,1,1,0
725,16,Sohag,Upper Egypt,Nile/Groundwater,2023,12,Winter,7.38,0.46,498,0.46,740,6.73,0.028,0.317,0.118,0.027,61,223,116,10.0,0,1,1,1,1,1,1,1
726,16,Sohag,Upper Egypt,Nile/Groundwater,2022,7,Summer,7.67,0.84,626,0.49,765,14.34,0.059,0.358,0.329,0.1,107,192,102,10.0,2,1,1,1,1,1,0,0
727,16,Sohag,Upper Egypt,Nile/Groundwater,2023,2,Winter,7.37,0.99,496,0.57,711,6.76,0.033,0.4,0.195,0.048,77,255,85,10.0,1,1,1,1,1,1,0,0
728,16,Sohag,Upper Egypt,Nile/Groundwater,2023,1,Winter,7.04,2.43,515,0.31,765,8.14,0.048,0.176,0.188,0.064,75,232,109,10.0,0,1,0,1,1,1,1,0
729,16,Sohag,Upper Egypt,Nile/Groundwater,2020,3,Spring,7.19,2.7,400,0.36,831,9.78,0.036,0.273,0.177,0.071,70,235,83,10.0,1,1,0,1,1,1,0,0
730,16,Sohag,Upper Egypt,Nile/Groundwater,2020,8,Summer,7.15,3.88,527,0.5,777,17.39,0.038,0.29,0.221,0.081,65,259,90,10.0,0,1,0,1,1,1,1,0
731,16,Sohag,Upper Egypt,Nile/Groundwater,2023,9,Autumn,7.64,1.69,388,0.38,743,8.87,0.04,0.208,0.135,0.049,70,279,116,10.0,1,1,0,1,1,1,0,0
732,16,Sohag,Upper Egypt,Nile/Groundwater,2022,7,Summer,7.36,2.99,546,0.45,892,10.51,0.056,0.344,0.268,0.084,83,249,116,10.0,0,1,0,1,1,1,1,0
